algorithm,num_agents,num_actions,score
ff_ippo_tabular_split,5,5,9.769432067871094
ff_ippo_tabular_split,5,6,9.466155815124512
ff_ippo_tabular_split,5,7,9.574494361877441
ff_ippo_tabular_split,5,8,9.620371246337891
ff_ippo_tabular_split,5,9,8.960283660888672
ff_ippo_tabular_split,5,10,6.02792272567749
ff_ippo_tabular_split,6,2,10.943813133239747
ff_ippo_tabular_split,6,3,9.522801399230957
ff_ippo_tabular_split,6,5,9.388892936706544
ff_ippo_tabular_split,6,6,8.1509295463562
ff_ippo_tabular_split,6,7,5.567757892608642
ff_ippo_tabular_split,6,8,5.28354024887085
ff_ippo_tabular_split,6,9,5.373874855041504
ff_ippo_tabular_split,6,10,5.486978435516358
ff_ippo_tabular_split,7,2,9.647667121887206
ff_ippo_tabular_split,7,3,9.449967384338379
ff_ippo_tabular_split,7,4,8.774648475646973
ff_ippo_tabular_split,7,5,7.8260498046875
ff_ippo_tabular_split,7,6,5.490238285064697
ff_ippo_tabular_split,7,7,5.2628203392028805
ff_ippo_tabular_split,7,8,5.354064655303955
ff_ippo_tabular_split,7,9,5.368427276611328
ff_ippo_tabular_split,7,10,5.4493287086486815
ff_ppo_central_tabular,2,2,11.0
ff_ppo_central_tabular,2,3,10.991245651245118
ff_ppo_central_tabular,2,4,10.998772048950196
ff_ppo_central_tabular,2,5,11.0
ff_ppo_central_tabular,2,6,10.998005294799805
ff_ppo_central_tabular,2,7,10.993270301818848
ff_ppo_central_tabular,2,8,10.96708869934082
ff_ppo_central_tabular,2,9,10.98950138092041
ff_ppo_central_tabular,2,10,10.985298919677735
ff_ppo_central_tabular,3,2,11.0
ff_ppo_central_tabular,3,3,10.990935134887696
ff_ppo_central_tabular,3,4,10.953332328796387
ff_ppo_central_tabular,3,5,10.981079864501954
ff_ppo_central_tabular,3,6,10.982064056396485
ff_ppo_central_tabular,3,7,10.970405578613281
ff_ppo_central_tabular,3,8,10.972479629516602
ff_ppo_central_tabular,3,9,10.931047630310058
ff_ppo_central_tabular,3,10,10.920668983459473
ff_ppo_central_tabular,4,2,10.98956298828125
ff_ppo_central_tabular,4,3,10.977206993103028
ff_ppo_central_tabular,4,4,10.962835121154786
ff_ppo_central_tabular,4,5,10.927670288085938
ff_ppo_central_tabular,4,6,10.728981018066406
ff_ppo_central_tabular,4,7,9.473388481140137
ff_ppo_central_tabular,4,8,8.677439880371093
ff_ppo_central_tabular,4,9,8.211781120300293
ff_ppo_central_tabular,4,10,8.200229072570801
ff_ppo_central_tabular,5,2,10.99276943206787
ff_ppo_central_tabular,5,3,10.952355575561523
ff_ppo_central_tabular,5,4,10.718676376342774
ff_ppo_central_tabular,5,5,8.618654823303222
ff_ppo_central_tabular,5,6,7.863748550415039
ff_ppo_central_tabular,5,7,7.219174385070801
ff_ppo_central_tabular,5,8,6.741303730010986
ff_ppo_central_tabular,5,9,6.152346420288086
ff_ppo_central_tabular,5,10,5.648615074157715
ff_ppo_central_tabular,6,2,10.963977813720703
ff_ppo_central_tabular,6,3,10.822792053222656
ff_ppo_central_tabular,6,4,8.091454315185548
ff_ppo_central_tabular,6,5,6.773308563232422
ff_ppo_central_tabular,6,6,5.599721813201905
ff_ppo_central_tabular,6,7,4.420841693878174
ff_ppo_central_tabular,6,8,4.490695953369141
ff_ppo_central_tabular,6,9,3.5496248245239257
ff_ppo_central_tabular,6,10,3.8709389686584474
ff_ppo_central_tabular,7,2,10.949579048156739
ff_ppo_central_tabular,7,3,8.690506935119629
ff_ppo_central_tabular,7,4,6.3811461448669435
ff_ppo_central_tabular,7,5,4.572643184661866
ff_ppo_central_tabular,7,6,2.946774959564209
