algorithm,num_agents,num_actions,score
ff_ippo_tabular,2,2,4.627320861816406
ff_ippo_tabular,2,3,5.457152366638184
ff_ippo_tabular,2,4,4.536549472808838
ff_ippo_tabular,2,5,5.012857341766358
ff_ippo_tabular,2,6,5.39439115524292
ff_ippo_tabular,2,7,5.138779163360596
ff_ippo_tabular,2,8,4.776740074157715
ff_ippo_tabular,2,9,5.307117080688476
ff_ippo_tabular,2,10,4.852131080627442
ff_ippo_tabular,3,2,5.745975589752197
ff_ippo_tabular,3,3,3.7136587619781496
ff_ippo_tabular,3,4,4.23189959526062
ff_ippo_tabular,3,5,3.9397324085235597
ff_ippo_tabular,3,6,4.336772632598877
ff_ippo_tabular,3,7,4.156332063674927
ff_ippo_tabular,3,8,4.6866147994995115
ff_ippo_tabular,3,9,4.939959144592285
ff_ippo_tabular,3,10,4.2223962306976315
ff_ippo_tabular,4,2,4.479295873641968
ff_ippo_tabular,4,3,2.7869317889213563
ff_ippo_tabular,4,4,2.7899860620498655
ff_ippo_tabular,4,5,3.613090229034424
ff_ippo_tabular,4,6,4.181910800933838
ff_ippo_tabular,4,7,3.965288496017456
ff_ippo_tabular,4,8,4.483130645751953
ff_ippo_tabular,4,9,4.647972202301025
ff_ippo_tabular,4,10,4.651648139953613
ff_ippo_tabular,5,2,1.0853021640330553
ff_ippo_tabular,5,3,3.380518341064453
ff_ippo_tabular,5,4,3.334227967262268
ff_ippo_tabular,5,5,3.4448476076126098
ff_ippo_tabular,5,6,3.8213459968566896
ff_ippo_tabular,5,7,3.430532121658325
ff_ippo_tabular,5,8,4.021845149993896
ff_ippo_tabular,5,9,4.468421459197998
ff_ippo_tabular,5,10,4.418922710418701
ff_ippo_tabular,6,2,1.8095766380429268
ff_ippo_tabular,6,3,1.9446856290102006
ff_ippo_tabular,6,4,3.1367841720581056
ff_ippo_tabular,6,5,3.734538507461548
ff_ippo_tabular,6,6,3.838493013381958
ff_ippo_tabular,6,7,4.05241026878357
ff_ippo_tabular,6,8,4.487939739227295
ff_ippo_tabular,6,9,4.4852681159973145
ff_ippo_tabular,6,10,4.369895362854004
ff_ippo_tabular,7,2,0.04489091783761978
ff_ippo_tabular,7,3,2.4612145900726317
ff_ippo_tabular,7,4,2.9701908588409425
ff_ippo_tabular,7,5,3.250557565689087
ff_ippo_tabular,7,6,3.9603575229644776
ff_ippo_tabular,7,7,3.857044982910156
ff_ippo_tabular,7,8,3.850056457519531
ff_ippo_tabular,7,9,3.8630488872528077
ff_ippo_tabular,7,10,4.154857492446899
ff_ippo_tabular_split,2,2,4.707602214813233
ff_ippo_tabular_split,2,3,5.399759960174561
ff_ippo_tabular_split,2,4,4.626117801666259
ff_ippo_tabular_split,2,5,4.8017433166503904
ff_ippo_tabular_split,2,6,5.183628845214844
ff_ippo_tabular_split,2,7,4.948166704177856
ff_ippo_tabular_split,2,8,5.111014652252197
ff_ippo_tabular_split,2,9,4.994446659088135
ff_ippo_tabular_split,2,10,5.12887487411499
ff_ippo_tabular_split,3,2,5.99342155456543
ff_ippo_tabular_split,3,3,3.9848155975341797
ff_ippo_tabular_split,3,4,3.968672275543213
ff_ippo_tabular_split,3,5,3.21092004776001
ff_ippo_tabular_split,3,6,4.585444545745849
ff_ippo_tabular_split,3,7,4.335242080688476
ff_ippo_tabular_split,3,8,4.207188653945923
ff_ippo_tabular_split,3,9,4.646174430847168
ff_ippo_tabular_split,3,10,4.822867393493652
ff_ippo_tabular_split,4,2,3.83125319480896
ff_ippo_tabular_split,4,3,3.029189133644104
ff_ippo_tabular_split,4,4,3.6215248107910156
ff_ippo_tabular_split,4,5,3.1848023414611815
ff_ippo_tabular_split,4,6,3.7450193405151366
ff_ippo_tabular_split,4,7,4.148157739639283
ff_ippo_tabular_split,4,8,3.803346061706543
ff_ippo_tabular_split,4,9,4.241202735900879
ff_ippo_tabular_split,4,10,4.689840030670166
ff_ippo_tabular_split,5,2,1.2114488810300827
ff_ippo_tabular_split,5,3,2.9367032051086426
ff_ippo_tabular_split,5,4,3.304976463317871
ff_ippo_tabular_split,5,5,2.9613836288452147
ff_ippo_tabular_split,5,6,3.4361728191375733
ff_ippo_tabular_split,5,7,4.252943134307861
ff_ippo_tabular_split,5,8,3.885589265823364
ff_ippo_tabular_split,5,9,4.540477085113525
ff_ippo_tabular_split,5,10,4.412361288070679
ff_ippo_tabular_split,6,2,1.658929741382599
ff_ippo_tabular_split,6,3,2.540133905410767
ff_ippo_tabular_split,6,4,3.101660966873169
ff_ippo_tabular_split,6,5,2.760684299468994
ff_ippo_tabular_split,6,6,3.876123571395874
ff_ippo_tabular_split,6,7,4.0628664016723635
ff_ippo_tabular_split,6,8,3.4497671127319336
ff_ippo_tabular_split,6,9,4.286012077331543
ff_ippo_tabular_split,6,10,4.228495979309082
ff_ippo_tabular_split,7,2,0.6038995623588562
ff_ippo_tabular_split,7,3,1.8273595094680786
ff_ippo_tabular_split,7,4,2.9188140869140624
ff_ippo_tabular_split,7,5,3.0887663841247557
ff_ippo_tabular_split,7,6,3.525912714004517
ff_ippo_tabular_split,7,7,4.268337440490723
ff_ippo_tabular_split,7,8,3.8074520111083983
ff_ippo_tabular_split,7,9,4.361834907531739
ff_ippo_tabular_split,7,10,4.6235932350158695
ff_ppo_central_tabular,2,2,4.7773090362548825
ff_ppo_central_tabular,2,3,5.294949150085449
ff_ppo_central_tabular,2,4,4.713155078887939
ff_ppo_central_tabular,2,5,5.121707725524902
ff_ppo_central_tabular,2,6,5.5736922264099125
ff_ppo_central_tabular,2,7,5.209854412078857
ff_ppo_central_tabular,2,8,5.205074501037598
ff_ppo_central_tabular,2,9,5.56248722076416
ff_ppo_central_tabular,2,10,5.520944118499756
ff_ppo_central_tabular,3,2,4.1062990665435795
ff_ppo_central_tabular,3,3,3.3301548957824707
ff_ppo_central_tabular,3,4,3.623121738433838
ff_ppo_central_tabular,3,5,3.9977791786193846
ff_ppo_central_tabular,3,6,4.449751186370849
ff_ppo_central_tabular,3,7,4.173809289932251
ff_ppo_central_tabular,3,8,4.055179691314697
ff_ppo_central_tabular,3,9,4.0733420848846436
ff_ppo_central_tabular,3,10,4.263010454177857
ff_ppo_central_tabular,4,2,1.6862862229347229
ff_ppo_central_tabular,4,3,1.7062258958816527
ff_ppo_central_tabular,4,4,2.4106903791427614
ff_ppo_central_tabular,4,5,2.917055606842041
ff_ppo_central_tabular,4,6,3.2177963733673094
ff_ppo_central_tabular,4,7,3.1278735160827638
ff_ppo_central_tabular,4,8,2.9883548259735107
ff_ppo_central_tabular,4,9,3.216036796569824
ff_ppo_central_tabular,4,10,3.5783589363098143
ff_ppo_central_tabular,5,2,-0.07978963255882263
ff_ppo_central_tabular,5,3,2.619786858558655
ff_ppo_central_tabular,5,4,1.5988789439201354
ff_ppo_central_tabular,5,5,2.282116413116455
ff_ppo_central_tabular,5,6,2.663812518119812
ff_ppo_central_tabular,5,7,2.70657000541687
ff_ppo_central_tabular,5,8,3.383090543746948
ff_ppo_central_tabular,5,9,3.745591068267822
ff_ppo_central_tabular,5,10,3.4445190906524656
ff_ppo_central_tabular,6,2,0.26420865058898924
ff_ppo_central_tabular,6,3,1.347591859102249
ff_ppo_central_tabular,6,4,1.1630763173103333
ff_ppo_central_tabular,6,5,1.2408823132514955
ff_ppo_central_tabular,6,6,2.2830011367797853
ff_ppo_central_tabular,6,7,2.4838606119155884
ff_ppo_central_tabular,6,8,3.1653263568878174
ff_ppo_central_tabular,6,9,2.9896256923675537
ff_ppo_central_tabular,6,10,3.5309263706207275
ff_ppo_central_tabular,7,2,-0.459317184984684
ff_ppo_central_tabular,7,3,-0.1435339517891407
ff_ppo_central_tabular,7,4,0.7996337473392486
ff_ppo_central_tabular,7,5,1.6351852416992188
ff_ppo_central_tabular,7,6,1.9853474378585816
ff_ppo_central_tabular,7,7,2.62938551902771
ff_ppo_central_tabular,7,8,2.7022790193557737
ff_ppo_central_tabular,7,9,2.1489004373550413
ff_ppo_central_tabular,7,10,2.2536983489990234
